update_id,ticket_id,updated_at,update_type,old_status,new_status,update_notes
23629,7407,2026-03-07 15:17:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23630,7408,2025-05-26 18:03:27.779795,Created,,Open,Ticket created by employee
23631,7408,2025-05-26 18:10:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23632,7408,2025-05-28 21:11:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23633,7409,2024-11-23 01:30:27.779795,Created,,Open,Ticket created by employee
23634,7409,2024-11-23 10:31:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23635,7409,2024-11-23 05:53:20.346520,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
23636,7409,2024-11-25 05:04:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23637,7410,2025-10-15 22:29:27.779795,Created,,Open,Ticket created by employee
23638,7410,2025-10-16 03:27:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23639,7411,2024-07-31 21:46:27.779795,Created,,Open,Ticket created by employee
23640,7411,2024-07-31 22:11:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23641,7411,2024-08-01 16:41:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23642,7412,2024-06-10 05:05:27.779795,Created,,Open,Ticket created by employee
23643,7412,2024-06-10 05:21:03.779795,First Response,Open,In Progress,Support agent responded to ticket
23644,7412,2024-06-12 20:06:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23645,7413,2025-05-25 18:50:27.779795,Created,,Open,Ticket created by employee
23646,7413,2025-05-25 19:37:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23647,7413,2025-05-26 04:33:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23648,7414,2025-07-04 22:08:27.779795,Created,,Open,Ticket created by employee
23649,7414,2025-07-04 23:05:27.779795,First Response,Open,In Progress,Support agent responded to ticket
23650,7414,2025-07-05 14:59:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23651,7415,2026-01-20 22:13:27.779795,Created,,Open,Ticket created by employee
23652,7415,2026-01-21 02:30:15.779795,First Response,Open,In Progress,Support agent responded to ticket
23653,7415,2026-01-21 13:35:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23654,7415,2026-01-22 18:15:31.878984,Closed,Resolved,Closed,Ticket closed after user confirmation
23655,7416,2026-03-24 06:23:27.779795,Created,,Open,Ticket created by employee
23656,7416,2026-03-24 12:51:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23657,7417,2024-11-02 01:03:27.779795,Created,,Open,Ticket created by employee
23658,7417,2024-11-02 03:45:27.779795,First Response,Open,In Progress,Support agent responded to ticket
23659,7417,2024-11-02 11:10:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23660,7418,2026-04-22 13:44:27.779795,Created,,Open,Ticket created by employee
23661,7418,2026-04-22 18:49:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23662,7418,2026-04-22 21:56:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23663,7419,2025-10-23 03:25:27.779795,Created,,Open,Ticket created by employee
23664,7419,2025-10-23 04:09:15.779795,First Response,Open,In Progress,Support agent responded to ticket
23665,7420,2025-02-06 18:49:27.779795,Created,,Open,Ticket created by employee
23666,7420,2025-02-06 19:53:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23667,7420,2025-02-06 22:41:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23668,7421,2025-05-09 12:49:27.779795,Created,,Open,Ticket created by employee
23669,7421,2025-05-09 16:44:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23670,7421,2025-05-09 23:30:16.014777,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
23671,7421,2025-05-09 18:42:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23672,7422,2024-10-05 02:08:27.779795,Created,,Open,Ticket created by employee
23673,7422,2024-10-05 04:30:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23674,7422,2024-10-05 12:03:29.232747,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
23675,7422,2024-10-06 02:34:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23676,7423,2025-03-10 09:09:27.779795,Created,,Open,Ticket created by employee
23677,7423,2025-03-10 12:31:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23678,7423,2025-03-10 10:52:02.384864,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
23679,7423,2025-03-12 23:09:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23680,7424,2025-12-13 07:09:27.779795,Created,,Open,Ticket created by employee
23681,7424,2025-12-13 08:22:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23682,7424,2025-12-13 10:40:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23683,7425,2025-10-29 00:21:27.779795,Created,,Open,Ticket created by employee
23684,7425,2025-10-29 13:25:03.779795,First Response,Open,In Progress,Support agent responded to ticket
23685,7425,2025-10-30 20:01:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23686,7426,2025-10-26 11:40:27.779795,Created,,Open,Ticket created by employee
23687,7426,2025-10-26 12:32:03.779795,First Response,Open,In Progress,Support agent responded to ticket
23688,7426,2025-10-26 22:11:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23689,7427,2025-08-20 10:12:27.779795,Created,,Open,Ticket created by employee
23690,7427,2025-08-20 13:26:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23691,7427,2025-08-21 10:03:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23692,7427,2025-08-21 19:39:09.779611,Closed,Resolved,Closed,Ticket closed after user confirmation
23693,7428,2026-03-06 22:37:27.779795,Created,,Open,Ticket created by employee
23694,7428,2026-03-07 04:07:27.779795,First Response,Open,In Progress,Support agent responded to ticket
23695,7428,2026-03-13 19:42:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23696,7429,2026-02-15 05:16:27.779795,Created,,Open,Ticket created by employee
23697,7429,2026-02-15 06:59:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23698,7430,2024-09-05 12:15:27.779795,Created,,Open,Ticket created by employee
23699,7430,2024-09-05 14:53:15.779795,First Response,Open,In Progress,Support agent responded to ticket
23700,7430,2024-09-05 16:37:56.495406,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
23701,7430,2024-09-05 19:07:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23702,7431,2026-05-12 05:27:27.779795,Created,,Open,Ticket created by employee
23703,7431,2026-05-12 07:16:03.779795,First Response,Open,In Progress,Support agent responded to ticket
23704,7431,2026-05-12 08:18:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23705,7431,2026-05-13 08:48:31.098534,Closed,Resolved,Closed,Ticket closed after user confirmation
23706,7432,2024-10-29 12:07:27.779795,Created,,Open,Ticket created by employee
23707,7432,2024-10-29 13:44:03.779795,First Response,Open,In Progress,Support agent responded to ticket
23708,7432,2024-10-30 07:45:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23709,7433,2025-12-23 03:51:27.779795,Created,,Open,Ticket created by employee
23710,7433,2025-12-23 05:57:27.779795,First Response,Open,In Progress,Support agent responded to ticket
23711,7433,2025-12-23 13:16:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23712,7434,2024-11-17 01:14:27.779795,Created,,Open,Ticket created by employee
23713,7434,2024-11-17 01:27:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23714,7434,2024-11-17 03:13:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23715,7435,2025-04-13 22:01:27.779795,Created,,Open,Ticket created by employee
23716,7435,2025-04-14 00:00:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23717,7435,2025-04-14 05:55:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23718,7436,2025-09-16 08:10:27.779795,Created,,Open,Ticket created by employee
23719,7436,2025-09-17 00:12:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23720,7436,2025-09-17 10:05:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23721,7437,2025-07-11 02:22:27.779795,Created,,Open,Ticket created by employee
23722,7437,2025-07-11 09:41:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23723,7437,2025-07-13 14:41:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23724,7438,2024-09-04 20:16:27.779795,Created,,Open,Ticket created by employee
23725,7438,2024-09-05 05:08:03.779795,First Response,Open,In Progress,Support agent responded to ticket
23726,7438,2024-09-05 12:36:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23727,7438,2024-09-05 17:27:48.618091,Closed,Resolved,Closed,Ticket closed after user confirmation
23728,7439,2024-10-06 14:29:27.779795,Created,,Open,Ticket created by employee
23729,7439,2024-10-06 14:55:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23730,7439,2024-10-07 13:41:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23731,7440,2025-09-06 12:24:27.779795,Created,,Open,Ticket created by employee
23732,7440,2025-09-06 13:44:15.779795,First Response,Open,In Progress,Support agent responded to ticket
23733,7441,2025-04-04 10:40:27.779795,Created,,Open,Ticket created by employee
23734,7441,2025-04-04 12:24:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23735,7441,2025-04-04 14:47:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23736,7442,2024-06-30 16:19:27.779795,Created,,Open,Ticket created by employee
23737,7442,2024-06-30 18:51:15.779795,First Response,Open,In Progress,Support agent responded to ticket
23738,7442,2024-06-30 19:27:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23739,7443,2025-08-04 07:28:27.779795,Created,,Open,Ticket created by employee
23740,7443,2025-08-04 11:38:03.779795,First Response,Open,In Progress,Support agent responded to ticket
23741,7443,2025-08-06 06:04:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23742,7443,2025-08-07 16:06:25.911153,Closed,Resolved,Closed,Ticket closed after user confirmation
23743,7444,2025-11-25 18:59:27.779795,Created,,Open,Ticket created by employee
23744,7444,2025-11-26 02:07:15.779795,First Response,Open,In Progress,Support agent responded to ticket
23745,7444,2025-12-01 00:22:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23746,7444,2025-12-01 18:02:39.828724,Closed,Resolved,Closed,Ticket closed after user confirmation
23747,7445,2025-04-13 01:47:27.779795,Created,,Open,Ticket created by employee
23748,7445,2025-04-13 15:22:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23749,7445,2025-04-14 14:56:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23750,7446,2024-11-11 03:10:27.779795,Created,,Open,Ticket created by employee
23751,7446,2024-11-11 04:58:27.779795,First Response,Open,In Progress,Support agent responded to ticket
23752,7446,2024-11-11 11:43:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23753,7447,2026-05-11 20:47:27.779795,Created,,Open,Ticket created by employee
23754,7447,2026-05-12 03:34:15.779795,First Response,Open,In Progress,Support agent responded to ticket
23755,7447,2026-05-12 04:53:46.591795,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
23756,7447,2026-05-12 06:37:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23757,7448,2025-04-23 10:07:27.779795,Created,,Open,Ticket created by employee
23758,7448,2025-04-23 13:30:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23759,7448,2025-04-23 17:42:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23760,7449,2024-06-22 20:08:27.779795,Created,,Open,Ticket created by employee
23761,7449,2024-06-23 03:52:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23762,7449,2024-06-23 16:33:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23763,7449,2024-06-23 23:19:37.820961,Closed,Resolved,Closed,Ticket closed after user confirmation
23764,7450,2025-07-21 06:47:27.779795,Created,,Open,Ticket created by employee
23765,7450,2025-07-21 06:54:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23766,7451,2025-12-27 05:14:27.779795,Created,,Open,Ticket created by employee
23767,7451,2025-12-27 05:54:03.779795,First Response,Open,In Progress,Support agent responded to ticket
23768,7451,2025-12-27 08:52:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23769,7452,2025-07-02 02:23:27.779795,Created,,Open,Ticket created by employee
23770,7452,2025-07-02 03:09:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23771,7452,2025-07-02 03:55:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23772,7453,2025-07-18 20:01:27.779795,Created,,Open,Ticket created by employee
23773,7453,2025-07-18 20:54:51.779795,First Response,Open,In Progress,Support agent responded to ticket
23774,7454,2026-02-25 08:56:27.779795,Created,,Open,Ticket created by employee
23775,7454,2026-02-25 16:03:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23776,7454,2026-02-27 07:24:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23777,7455,2024-12-19 00:54:27.779795,Created,,Open,Ticket created by employee
23778,7455,2024-12-19 02:40:39.779795,First Response,Open,In Progress,Support agent responded to ticket
23779,7455,2024-12-19 15:47:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23780,7456,2025-03-18 08:01:27.779795,Created,,Open,Ticket created by employee
23781,7456,2025-03-18 11:02:03.779795,First Response,Open,In Progress,Support agent responded to ticket
23782,7456,2025-03-19 00:48:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
23783,7457,2024-07-27 02:55:27.779795,Created,,Open,Ticket created by employee
23784,7457,2024-07-27 10:01:27.779795,First Response,Open,In Progress,Support agent responded to ticket
23785,7458,2025-04-26 13:31:27.779795,Created,,Open,Ticket created by employee
