ticket_id,employee_id,agent_id,team_id,system_id,sla_id,created_at,first_response_at,resolved_at,status,priority,category,subcategory,first_response_time_hours,resolution_time_hours,sla_breached,satisfaction_score,ticket_summary
9706,142,5,6,7,4,2026-04-26 13:54:27.779795,2026-04-27 00:28:39.779795,2026-04-28 05:19:39.779795,Closed,Low,Printer Issue,Printer offline,10.57,39.42,False,4.0,Printer offline - printer issue reported by user
9707,15,33,6,9,4,2024-07-26 15:50:27.779795,2024-07-26 22:43:15.779795,2024-07-27 07:14:27.779795,Closed,Low,WiFi/Network,Slow network,6.88,15.4,False,5.0,Slow network - wifi/network reported by user
9708,4,26,6,8,3,2026-02-06 09:59:27.779795,2026-02-06 10:06:39.779795,2026-02-07 05:13:51.779795,Closed,Medium,Application Error,Application crash,0.12,19.24,False,5.0,Application crash - application error reported by user
9709,201,30,2,10,4,2024-11-25 20:01:27.779795,2024-11-26 02:36:15.779795,2024-11-27 13:40:27.779795,Resolved,Low,Password Reset,Password reset request,6.58,41.65,False,5.0,Password reset request - password reset reported by user
9710,236,5,4,7,2,2025-01-21 06:16:27.779795,2025-01-21 06:38:39.779795,2025-01-21 13:21:15.779795,Closed,High,WiFi/Network,No internet access,0.37,7.08,False,5.0,No internet access - wifi/network reported by user
9711,164,8,1,9,3,2024-11-22 06:26:27.779795,2024-11-22 13:38:27.779795,2024-11-22 16:18:39.779795,Resolved,Medium,Hardware,Laptop issue,7.2,9.87,False,5.0,Laptop issue - hardware reported by user
9712,163,22,3,5,3,2024-11-27 13:38:27.779795,2024-11-27 22:14:27.779795,2024-11-28 02:54:03.779795,Closed,Medium,WiFi/Network,No internet access,8.6,13.26,False,4.0,No internet access - wifi/network reported by user
9713,6,24,6,3,3,2026-04-01 01:07:27.779795,2026-04-01 04:24:15.779795,,In Progress,Medium,Password Reset,Password reset request,3.28,,,,Password reset request - password reset reported by user
9714,106,27,6,8,4,2025-09-22 21:50:27.779795,2025-09-23 02:10:51.779795,2025-09-23 21:10:51.779795,Resolved,Low,Printer Issue,Print queue stuck,4.34,23.34,False,4.0,Print queue stuck - printer issue reported by user
9715,169,28,2,2,2,2025-03-29 19:38:27.779795,2025-03-29 20:25:15.779795,2025-03-30 00:35:27.779795,Resolved,High,WiFi/Network,No internet access,0.78,4.95,False,4.0,No internet access - wifi/network reported by user
9716,81,32,1,9,2,2025-03-25 19:51:27.779795,2025-03-25 20:11:51.779795,2025-03-26 03:46:03.779795,Closed,High,Hardware,Monitor not working,0.34,7.91,False,4.0,Monitor not working - hardware reported by user
9717,287,20,1,10,3,2026-05-20 10:56:27.779795,2026-05-20 17:36:03.779795,2026-05-23 06:05:27.779795,Resolved,Medium,Software Access,Application access request,6.66,67.15,True,3.0,Application access request - software access reported by user
9718,171,23,2,4,3,2025-10-29 16:32:27.779795,2025-10-29 18:25:15.779795,2025-10-30 10:18:03.779795,Resolved,Medium,Email Issue,Outlook not syncing,1.88,17.76,False,5.0,Outlook not syncing - email issue reported by user
9719,128,4,6,4,1,2026-01-04 18:42:27.779795,2026-01-04 19:38:15.779795,2026-01-04 20:38:15.779795,Resolved,Critical,Password Reset,Forgot password,0.93,1.93,False,4.0,Forgot password - password reset reported by user
9720,153,4,3,8,2,2024-10-18 10:40:27.779795,2024-10-18 11:48:15.779795,2024-10-19 08:17:03.779795,Resolved,High,Application Error,CRM login issue,1.13,21.61,True,5.0,CRM login issue - application error reported by user
9721,270,2,2,9,3,2025-07-17 23:31:27.779795,2025-07-18 02:20:03.779795,2025-07-20 20:32:39.779795,Resolved,Medium,Security Alert,Phishing email reported,2.81,69.02,True,4.0,Phishing email reported - security alert reported by user
9722,155,11,3,7,3,2025-05-15 10:32:27.779795,2025-05-15 12:57:39.779795,2025-05-17 00:55:51.779795,Resolved,Medium,Email Issue,Mailbox access issue,2.42,38.39,True,4.0,Mailbox access issue - email issue reported by user
9723,225,26,6,2,3,2025-09-16 23:34:27.779795,2025-09-17 07:52:27.779795,2025-09-18 05:05:39.779795,Resolved,Medium,VPN Issue,MFA failure,8.3,29.52,True,4.0,MFA failure - vpn issue reported by user
9724,89,10,5,10,4,2025-03-17 14:19:27.779795,2025-03-17 15:17:03.779795,2025-03-26 10:02:39.779795,Resolved,Low,Password Reset,Password reset request,0.96,211.72,True,2.0,Password reset request - password reset reported by user
9725,73,8,1,7,3,2024-05-26 13:36:27.779795,2024-05-26 16:16:03.779795,2024-05-27 05:27:27.779795,Resolved,Medium,Email Issue,Outlook not syncing,2.66,15.85,False,5.0,Outlook not syncing - email issue reported by user
9726,124,35,4,3,2,2025-08-08 08:02:27.779795,2025-08-08 11:45:03.779795,2025-08-08 14:41:27.779795,Closed,High,WiFi/Network,WiFi disconnecting,3.71,6.65,False,4.0,WiFi disconnecting - wifi/network reported by user
9727,208,26,4,5,3,2025-09-27 08:19:27.779795,2025-09-27 10:10:27.779795,,In Progress,Medium,Hardware,Monitor not working,1.85,,,,Monitor not working - hardware reported by user
9728,82,12,3,5,4,2024-08-01 18:25:27.779795,2024-08-02 09:38:39.779795,2024-08-08 23:27:15.779795,Resolved,Low,Account Lockout,Account locked,15.22,173.03,True,2.0,Account locked - account lockout reported by user
9729,255,16,3,3,4,2024-12-09 03:28:27.779795,2024-12-09 09:26:03.779795,2024-12-11 18:29:39.779795,Resolved,Low,Software Access,License missing,5.96,63.02,False,5.0,License missing - software access reported by user
9730,130,15,1,9,4,2026-03-25 00:51:27.779795,2026-03-25 13:08:15.779795,,In Progress,Low,Security Alert,Phishing email reported,12.28,,,,Phishing email reported - security alert reported by user
9731,58,32,5,3,3,2025-06-19 04:34:27.779795,2025-06-19 07:09:51.779795,2025-06-19 22:32:39.779795,Resolved,Medium,Application Error,CRM login issue,2.59,17.97,False,4.0,CRM login issue - application error reported by user
9732,198,32,2,7,4,2024-12-31 06:56:27.779795,2025-01-01 01:49:51.779795,2025-01-02 01:40:51.779795,Resolved,Low,VPN Issue,VPN disconnecting,18.89,42.74,False,4.0,VPN disconnecting - vpn issue reported by user
9733,150,22,1,8,3,2024-06-03 00:42:27.779795,2024-06-03 02:14:51.779795,2024-06-03 16:51:27.779795,Resolved,Medium,Application Error,CRM login issue,1.54,16.15,False,4.0,CRM login issue - application error reported by user
9734,82,3,6,10,3,2024-07-16 16:30:27.779795,2024-07-16 17:11:51.779795,2024-07-17 04:09:27.779795,Resolved,Medium,Application Error,ERP timeout,0.69,11.65,False,5.0,ERP timeout - application error reported by user
9735,260,35,2,2,3,2025-07-15 03:06:27.779795,2025-07-15 06:26:51.779795,2025-07-15 10:38:15.779795,Closed,Medium,WiFi/Network,No internet access,3.34,7.53,False,3.0,No internet access - wifi/network reported by user
9736,172,9,3,5,3,2024-12-29 08:58:27.779795,2024-12-29 09:08:39.779795,2024-12-29 20:54:15.779795,Resolved,Medium,WiFi/Network,No internet access,0.17,11.93,False,3.0,No internet access - wifi/network reported by user
9737,49,9,6,6,2,2025-06-14 04:47:27.779795,2025-06-14 07:49:51.779795,2025-06-14 08:52:15.779795,Resolved,High,Password Reset,Expired password,3.04,4.08,False,4.0,Expired password - password reset reported by user
9738,161,19,6,8,3,2025-09-27 14:49:27.779795,2025-09-27 15:54:51.779795,2025-09-30 01:13:27.779795,Resolved,Medium,Application Error,CRM login issue,1.09,58.4,True,5.0,CRM login issue - application error reported by user
9739,27,22,4,7,2,2026-03-17 20:14:27.779795,2026-03-17 21:08:27.779795,2026-03-17 21:17:27.779795,Closed,High,WiFi/Network,Slow network,0.9,1.05,False,5.0,Slow network - wifi/network reported by user
9740,188,21,4,3,2,2025-06-26 07:22:27.779795,2025-06-26 07:38:03.779795,2025-06-26 11:03:15.779795,Resolved,High,Hardware,Laptop issue,0.26,3.68,False,5.0,Laptop issue - hardware reported by user
9741,259,12,6,2,3,2024-08-04 12:47:27.779795,2024-08-04 15:58:51.779795,2024-08-04 18:36:03.779795,Resolved,Medium,Printer Issue,Unable to print,3.19,5.81,False,1.0,Unable to print - printer issue reported by user
9742,33,7,5,7,1,2024-11-05 10:23:27.779795,2024-11-05 10:37:15.779795,2024-11-05 13:46:51.779795,Resolved,Critical,VPN Issue,VPN disconnecting,0.23,3.39,False,4.0,VPN disconnecting - vpn issue reported by user
9743,208,14,3,2,2,2026-01-25 13:58:27.779795,2026-01-25 15:04:27.779795,2026-01-25 21:15:51.779795,Resolved,High,WiFi/Network,WiFi disconnecting,1.1,7.29,False,1.0,WiFi disconnecting - wifi/network reported by user
9744,91,9,4,4,2,2025-07-17 01:41:27.779795,2025-07-17 02:28:51.779795,2025-07-17 06:47:27.779795,Resolved,High,Security Alert,Suspicious login,0.79,5.1,False,5.0,Suspicious login - security alert reported by user
9745,210,18,1,8,3,2024-07-17 23:57:27.779795,2024-07-18 01:16:03.779795,,Open,Medium,Email Issue,Email delivery delay,1.31,,,,Email delivery delay - email issue reported by user
9746,119,6,2,4,2,2025-10-08 05:02:27.779795,2025-10-08 06:47:27.779795,2025-10-08 12:34:51.779795,Resolved,High,Email Issue,Mailbox access issue,1.75,7.54,False,3.0,Mailbox access issue - email issue reported by user
9747,64,11,6,7,3,2025-05-19 20:23:27.779795,2025-05-19 20:45:03.779795,,In Progress,Medium,Password Reset,Password reset request,0.36,,,,Password reset request - password reset reported by user
9748,48,31,1,9,1,2025-02-08 12:20:27.779795,2025-02-08 13:07:51.779795,2025-02-09 00:19:15.779795,Resolved,Critical,VPN Issue,VPN disconnecting,0.79,11.98,True,2.0,VPN disconnecting - vpn issue reported by user
9749,86,22,5,10,1,2024-09-27 02:52:27.779795,2024-09-27 04:44:03.779795,2024-09-27 04:50:03.779795,Resolved,Critical,VPN Issue,VPN connection failed,1.86,1.96,False,5.0,VPN connection failed - vpn issue reported by user
9750,260,31,3,3,4,2025-04-09 17:19:27.779795,2025-04-09 17:50:39.779795,2025-04-12 07:17:03.779795,Resolved,Low,Email Issue,Mailbox access issue,0.52,61.96,False,4.0,Mailbox access issue - email issue reported by user
9751,131,24,6,4,4,2025-03-18 09:34:27.779795,2025-03-19 03:39:15.779795,2025-03-21 06:09:15.779795,Resolved,Low,Security Alert,Suspicious login,18.08,68.58,False,5.0,Suspicious login - security alert reported by user
9752,230,11,2,9,2,2024-07-14 10:22:27.779795,2024-07-14 13:05:03.779795,,Open,High,Security Alert,Endpoint alert,2.71,,,,Endpoint alert - security alert reported by user
9753,93,19,1,8,3,2026-02-06 21:23:27.779795,2026-02-07 00:13:51.779795,2026-02-07 09:17:27.779795,Resolved,Medium,Security Alert,Endpoint alert,2.84,11.9,False,4.0,Endpoint alert - security alert reported by user
9754,1,14,2,5,4,2026-01-03 11:40:27.779795,2026-01-03 13:00:15.779795,2026-01-05 02:26:03.779795,Resolved,Low,WiFi/Network,Slow network,1.33,38.76,False,4.0,Slow network - wifi/network reported by user
9755,182,10,3,5,2,2024-12-09 08:24:27.779795,2024-12-09 09:50:15.779795,2024-12-10 03:47:51.779795,Resolved,High,Account Lockout,Too many login attempts,1.43,19.39,True,5.0,Too many login attempts - account lockout reported by user
9756,186,21,1,1,3,2025-03-03 21:40:27.779795,2025-03-03 23:30:51.779795,2025-03-04 13:19:27.779795,Resolved,Medium,Printer Issue,Print queue stuck,1.84,15.65,False,4.0,Print queue stuck - printer issue reported by user
9757,45,21,1,10,2,2025-09-14 10:20:27.779795,2025-09-14 10:59:27.779795,2025-09-14 11:28:15.779795,Resolved,High,Password Reset,Forgot password,0.65,1.13,False,4.0,Forgot password - password reset reported by user
9758,227,28,1,9,3,2026-05-11 04:22:27.779795,2026-05-11 08:02:39.779795,2026-05-11 09:29:39.779795,Resolved,Medium,Printer Issue,Unable to print,3.67,5.12,False,3.0,Unable to print - printer issue reported by user
9759,238,34,4,5,3,2026-01-03 20:48:27.779795,2026-01-03 21:59:51.779795,2026-01-06 12:44:15.779795,Resolved,Medium,Hardware,Docking station problem,1.19,63.93,True,5.0,Docking station problem - hardware reported by user
9760,76,16,6,10,2,2024-08-31 10:05:27.779795,2024-08-31 11:04:51.779795,,In Progress,High,Email Issue,Email delivery delay,0.99,,,,Email delivery delay - email issue reported by user
9761,205,35,2,9,3,2024-12-14 22:08:27.779795,2024-12-15 01:00:39.779795,2024-12-15 09:51:03.779795,Closed,Medium,Software Access,License missing,2.87,11.71,False,4.0,License missing - software access reported by user
9762,44,21,3,8,3,2025-12-08 03:10:27.779795,2025-12-08 06:11:39.779795,,Open,Medium,Account Lockout,Too many login attempts,3.02,,,,Too many login attempts - account lockout reported by user
9763,292,29,4,5,4,2025-03-09 09:15:27.779795,2025-03-09 11:23:15.779795,2025-03-10 07:07:39.779795,Resolved,Low,Hardware,Docking station problem,2.13,21.87,False,5.0,Docking station problem - hardware reported by user
9764,43,9,4,1,4,2025-01-08 12:08:27.779795,2025-01-08 17:37:15.779795,2025-01-09 20:37:15.779795,Resolved,Low,Hardware,Laptop issue,5.48,32.48,False,5.0,Laptop issue - hardware reported by user
9765,78,11,3,2,4,2025-12-30 02:15:27.779795,2025-12-30 07:14:15.779795,2025-12-31 19:28:39.779795,Closed,Low,Security Alert,Phishing email reported,4.98,41.22,False,5.0,Phishing email reported - security alert reported by user
9766,54,23,6,10,3,2025-04-21 04:48:27.779795,2025-04-21 05:04:03.779795,,In Progress,Medium,Application Error,CRM login issue,0.26,,,,CRM login issue - application error reported by user
9767,103,9,1,10,4,2024-09-16 04:42:27.779795,2024-09-16 08:43:03.779795,2024-09-18 04:20:15.779795,Closed,Low,WiFi/Network,WiFi disconnecting,4.01,47.63,False,4.0,WiFi disconnecting - wifi/network reported by user
9768,35,18,5,1,3,2026-02-16 08:27:27.779795,2026-02-16 12:49:03.779795,2026-02-17 06:11:15.779795,Resolved,Medium,Application Error,Application crash,4.36,21.73,False,4.0,Application crash - application error reported by user
9769,158,7,4,1,3,2025-06-25 07:33:27.779795,2025-06-25 08:04:39.779795,2025-06-25 12:10:39.779795,Resolved,Medium,Hardware,Laptop issue,0.52,4.62,False,5.0,Laptop issue - hardware reported by user
9770,224,29,3,9,3,2024-12-23 23:52:27.779795,2024-12-24 03:19:27.779795,2024-12-24 14:20:39.779795,Resolved,Medium,Security Alert,Suspicious login,3.45,14.47,False,5.0,Suspicious login - security alert reported by user
9771,97,33,2,7,4,2026-03-11 08:40:27.779795,2026-03-11 12:15:15.779795,2026-03-17 07:39:15.779795,Resolved,Low,Account Lockout,Too many login attempts,3.58,142.98,True,4.0,Too many login attempts - account lockout reported by user
9772,188,30,1,3,3,2024-12-20 15:40:27.779795,2024-12-20 16:44:03.779795,2024-12-23 09:53:03.779795,Resolved,Medium,Account Lockout,Too many login attempts,1.06,66.21,True,4.0,Too many login attempts - account lockout reported by user
9773,162,14,6,9,1,2025-12-12 02:55:27.779795,2025-12-12 03:20:39.779795,2025-12-12 12:21:51.779795,Resolved,Critical,WiFi/Network,No internet access,0.42,9.44,True,1.0,No internet access - wifi/network reported by user
9774,289,15,4,8,3,2026-04-10 20:39:27.779795,2026-04-10 23:25:39.779795,2026-04-10 23:45:27.779795,Resolved,Medium,WiFi/Network,WiFi disconnecting,2.77,3.1,False,4.0,WiFi disconnecting - wifi/network reported by user
9775,28,34,6,5,3,2024-12-22 06:48:27.779795,2024-12-22 07:09:27.779795,2024-12-22 09:19:03.779795,Resolved,Medium,Hardware,Monitor not working,0.35,2.51,False,4.0,Monitor not working - hardware reported by user
9776,86,24,1,1,4,2025-10-05 22:12:27.779795,2025-10-06 02:59:51.779795,2025-10-06 21:24:27.779795,Resolved,Low,Application Error,ERP timeout,4.79,23.2,False,2.0,ERP timeout - application error reported by user
9777,79,18,2,4,4,2025-11-11 11:34:27.779795,2025-11-12 06:19:27.779795,2025-11-14 07:27:51.779795,Resolved,Low,Password Reset,Expired password,18.75,67.89,False,4.0,Expired password - password reset reported by user
9778,15,21,1,2,3,2025-11-15 21:14:27.779795,2025-11-16 01:03:03.779795,2025-11-16 14:07:51.779795,Resolved,Medium,Printer Issue,Printer offline,3.81,16.89,False,1.0,Printer offline - printer issue reported by user
9779,235,17,3,3,4,2025-01-13 22:44:27.779795,2025-01-14 02:27:39.779795,2025-01-16 13:50:27.779795,Resolved,Low,Software Access,Application access request,3.72,63.1,False,3.0,Application access request - software access reported by user
9780,171,11,1,3,3,2025-10-07 17:03:27.779795,2025-10-07 18:17:15.779795,2025-10-08 09:16:03.779795,Resolved,Medium,Account Lockout,AD account issue,1.23,16.21,False,4.0,AD account issue - account lockout reported by user
9781,123,3,2,6,3,2025-09-10 10:23:27.779795,2025-09-10 11:20:27.779795,2025-09-10 23:04:51.779795,Resolved,Medium,Application Error,Application crash,0.95,12.69,False,5.0,Application crash - application error reported by user
9782,111,12,3,8,4,2025-11-20 15:55:27.779795,2025-11-20 20:16:27.779795,2025-11-23 18:51:15.779795,Resolved,Low,Printer Issue,Unable to print,4.35,74.93,True,5.0,Unable to print - printer issue reported by user
9783,28,17,4,4,2,2026-04-05 03:05:27.779795,2026-04-05 04:52:15.779795,2026-04-05 10:54:03.779795,Resolved,High,Email Issue,Email delivery delay,1.78,7.81,False,5.0,Email delivery delay - email issue reported by user
9784,4,22,3,10,3,2024-10-09 17:17:27.779795,2024-10-10 01:10:51.779795,2024-10-10 05:41:27.779795,Closed,Medium,VPN Issue,VPN connection failed,7.89,12.4,False,5.0,VPN connection failed - vpn issue reported by user
9785,104,27,1,4,2,2025-05-26 04:49:27.779795,2025-05-26 05:50:39.779795,2025-05-26 10:10:27.779795,Resolved,High,Security Alert,Endpoint alert,1.02,5.35,False,3.0,Endpoint alert - security alert reported by user
9786,87,30,4,2,3,2026-04-22 09:31:27.779795,2026-04-22 11:32:03.779795,2026-04-22 17:12:15.779795,Resolved,Medium,WiFi/Network,WiFi disconnecting,2.01,7.68,False,4.0,WiFi disconnecting - wifi/network reported by user
9787,82,8,5,8,3,2025-06-25 00:08:27.779795,2025-06-25 00:39:03.779795,2025-06-25 17:29:27.779795,Resolved,Medium,Hardware,Monitor not working,0.51,17.35,False,4.0,Monitor not working - hardware reported by user
9788,11,4,3,6,3,2024-11-15 01:31:27.779795,2024-11-15 06:44:03.779795,2024-11-16 00:36:51.779795,Resolved,Medium,VPN Issue,VPN connection failed,5.21,23.09,False,5.0,VPN connection failed - vpn issue reported by user
9789,155,12,4,4,3,2025-11-08 06:16:27.779795,2025-11-08 10:08:39.779795,2025-11-08 19:36:15.779795,Resolved,Medium,Email Issue,Outlook not syncing,3.87,13.33,False,3.0,Outlook not syncing - email issue reported by user
9790,67,18,3,6,4,2025-12-30 14:42:27.779795,2025-12-30 15:18:27.779795,2026-01-01 09:22:39.779795,Resolved,Low,Email Issue,Outlook not syncing,0.6,42.67,False,1.0,Outlook not syncing - email issue reported by user
